0	1	250	456	0.548246
1.000000	-0.000442	-0.000188	-1.891096
0.000442	1.000000	-0.000186	-3.232579
0.000188	0.000186	1.000000	-0.244228
18.753014	11.908608	1.788965	20.580730	15.113408	2.038707	0.028257
20.394621	-6.480782	5.033154	22.222340	-3.275982	5.282897	0.052844
3.218126	-26.429165	-1.836120	5.045845	-23.224363	-1.586377	0.061024
20.068796	3.786842	1.925597	21.896515	6.991642	2.175340	0.081148
18.026575	-1.845944	-0.087908	19.854294	1.358856	0.161835	0.083049
19.806234	-6.478428	5.049557	21.633953	-3.273628	5.299299	0.090008
-14.929747	15.717710	0.296468	-13.102028	18.922508	0.546211	0.097832
0.843204	-8.517753	0.738499	2.679508	-5.312644	0.976272	0.106509
-15.121400	18.972790	0.606477	-13.293682	22.177589	0.856219	0.110832
20.281595	-0.431694	2.673060	22.109314	2.773107	2.922803	0.119699
19.273485	-0.396996	2.304333	21.101204	2.807804	2.554075	0.120262
-13.952797	5.335572	3.207753	-12.141448	8.762548	3.453578	0.138174
8.550677	-25.534967	8.009141	10.378396	-22.330168	8.258883	0.141276
8.308834	-25.014015	6.698231	10.136553	-21.809216	6.947974	0.141851
-22.257444	-12.182532	-0.153861	-20.436977	-8.974916	0.162684	0.146290
0.810985	-8.451573	-0.445602	2.641984	-5.245239	-0.245876	0.146336
7.654451	-25.181757	7.641252	9.482169	-21.976957	7.890994	0.148634
-15.810404	20.103096	0.493441	-13.985140	23.310349	0.732169	0.154669
19.628006	1.812037	2.168556	21.455723	5.016837	2.418299	0.156418
-12.596848	-0.715441	1.538741	-10.750912	2.476599	1.572465	0.157600
-10.837023	-4.837026	2.347993	-9.012268	-1.766466	2.589485	0.163660
-3.324666	-7.788257	-0.455577	-1.514864	-4.585320	-0.228164	0.164241
4.845887	-9.000612	-1.343582	3.632406	-6.068122	-1.057501	0.168636
-0.550453	-8.434030	-1.122020	1.279103	-5.270407	-0.898412	0.186677
-1.136375	-7.820731	-0.021064	0.693185	-4.618327	0.198914	0.190781
-13.239753	0.327145	-0.789685	-11.376276	3.153581	-0.540658	0.194258
-0.735967	-9.590412	-1.279441	4.285434	-6.049821	-1.067223	0.195462
20.760330	-1.691865	0.745639	22.591206	1.519176	0.945809	0.197226
22.412725	-6.949636	-0.699013	24.094610	-3.757600	-0.430459	0.198052
6.629014	-8.147942	1.948591	8.289840	-4.969846	2.390163	0.206005
6.730999	-6.653594	0.528127	8.558717	-3.448794	0.777869	0.206715
15.069052	-18.262461	0.563762	16.686285	-15.065513	0.765537	0.207300
2.654247	-26.174313	-1.933424	4.481965	-22.969513	-1.683682	0.208873
-2.856064	-8.168605	-0.555678	-1.034206	-4.968855	-0.223328	0.210930
-13.153666	16.018135	2.772822	-11.318582	19.231415	3.162427	0.211472
-13.551380	4.540370	3.152561	-12.141448	8.762548	3.453578	0.212461
-13.761623	6.926715	3.138068	-11.933906	10.131515	3.387811	0.214970
-13.394362	4.921375	-0.586562	-11.566645	8.126175	-0.336819	0.215004
11.811001	-7.929908	1.650399	13.857931	-4.693702	1.905468	0.218610
17.596077	-0.714550	1.176502	19.439775	2.488506	1.201663	0.219678
-11.559622	-2.894392	2.165920	-9.718477	0.010100	2.410456	0.222082
1.804688	-9.272923	-1.307243	4.285434	-6.049821	-1.067223	0.223125
-16.331835	20.949409	0.346596	-13.293682	22.177589	0.856219	0.223769
14.639839	-18.958124	-1.047244	16.612684	-15.820521	-0.790864	0.224227
20.052416	-7.435489	3.152507	21.270391	-4.297121	3.331656	0.226053
-12.782583	20.530230	0.832105	-11.376276	3.153581	-0.540658	0.230796
-12.411577	-4.151503	-0.884285	-10.527972	-1.035683	-0.632717	0.233011
-14.547260	18.693529	0.902077	-12.719542	21.898329	1.151820	0.234487
11.850739	-7.471776	-1.068064	14.254777	-4.235843	-0.834857	0.234751
-11.749296	-5.077206	-0.056322	6.950459	-4.932051	-0.255475	0.238986
-3.203380	23.589298	1.754268	5.492045	-4.992016	-0.401898	0.239247
-14.615790	16.140205	0.304467	-12.803782	19.771072	0.539960	0.243145
17.626669	-1.973044	1.519167	19.454388	1.231756	1.768910	0.244108
10.116900	-7.444336	-0.667670	11.910264	-4.221038	-0.440952	0.246165
0.035925	-7.122991	-0.452217	1.876473	-3.910531	-0.251689	0.246909
2.457716	-9.254622	-1.316965	7.076325	-5.880116	-1.101272	0.246974
-9.316815	21.387228	1.744613	-9.976158	-1.240557	-0.025941	0.247187
0.742891	-9.165035	3.436681	2.571417	-6.020381	3.710855	0.251138
-9.613338	11.642784	3.071812	-7.712467	14.759562	3.334619	0.252405
-12.164727	-0.473924	0.158504	-10.342809	2.741835	0.571028	0.254294
-25.020338	11.133907	0.396315	-23.192621	14.338707	0.646057	0.257075
3.451876	-8.151458	-0.668303	5.492045	-4.992016	-0.401898	0.257850
11.229603	-7.952123	1.654330	13.857931	-4.693702	1.905468	0.259074
13.059931	-7.524818	1.326610	15.053674	-4.313472	1.717114	0.260626
-7.970316	-10.844547	-0.650958	-6.174722	-7.503645	-0.501193	0.262196
-8.972803	22.578913	0.955210	-12.491129	12.792241	-0.177474	0.264090
-21.351130	-10.469867	-0.448128	-19.553177	-7.066077	-0.089491	0.265249
-12.066216	-4.461236	2.401280	-10.197846	-1.472749	2.784962	0.265983
2.279443	-8.248532	-0.435595	4.097179	-5.050128	-0.033689	0.266501
5.648897	-8.274464	2.527445	7.272232	-5.082681	2.780324	0.266697
4.649246	-8.342522	2.537460	7.272232	-5.082681	2.780324	0.266930
-12.176737	5.149616	0.145079	-10.267451	7.724933	0.386700	0.267470
22.043079	-17.039312	-2.116494	23.870798	-13.834513	-1.866751	0.267516
-2.156894	23.791245	2.439215	-9.782436	-1.830185	0.601305	0.267597
9.643525	-24.852285	7.729169	11.666041	-21.639204	8.007097	0.268373
3.483056	-8.408487	2.606311	5.269852	-5.199158	2.969569	0.270757
0.641532	-8.539808	1.336516	2.298426	-5.390906	1.779535	0.272476
-6.409356	23.606785	1.035912	-11.376276	3.153581	-0.540658	0.274725
4.648281	-8.173716	-0.573174	6.950459	-4.932051	-0.255475	0.279045
-6.747731	-8.629519	-0.471064	-4.722219	-5.423099	-0.216350	0.279542
-12.038814	-2.251820	-0.247455	-9.976158	-1.240557	-0.025941	0.281053
11.835245	-8.026823	2.567911	12.850674	-4.859556	2.764868	0.281670
-13.448565	17.949924	4.371966	-7.540310	-5.360519	2.572855	0.282040
-9.950227	21.142218	1.548415	-9.976158	-1.240557	-0.025941	0.282573
-13.209283	15.535949	5.339202	-11.380542	18.736551	5.576293	0.284218
-12.280550	0.767806	0.142171	-10.452381	3.970866	0.368400	0.284248
15.454426	-5.898703	2.794144	17.837517	-2.634989	3.031622	0.284595
-12.082576	-3.687818	2.934973	-10.237012	-0.628767	3.219809	0.285897
22.631668	-7.295837	3.079248	24.250010	-4.112175	3.316314	0.288408
-10.808517	-7.204268	-0.122995	-9.318826	-3.869026	-0.029827	0.288519
-8.713747	-9.264864	-0.983745	-6.858464	-5.794501	-0.710848	0.288568
-4.772932	-8.701702	2.141307	-3.187990	-5.550259	2.176834	0.289561
12.624816	-8.102371	-1.371252	17.688585	-5.101919	-1.271657	0.289644
-2.375428	23.904575	1.758855	-9.976158	-1.240557	-0.025941	0.290855
-11.443922	-6.729148	1.107774	-9.725824	-3.435388	1.378195	0.291938
